"uniqueID","qid","title","poster","date","replyTo","content"
55,17,"Why children are so frustrated","Haylen_WebMD_Staff ","2011-03-02 00:49:25"," nursingbug","Great information nursingbug! The reasons strongdesire listed are probably why most people get frustrated with \"dieting\" - adults and kids alike. Here<APO>s a few links to WebMD resources that might spark some food ideas and take away frustration: Printable Healthy Shopping Guide & List WebMD Food & Cooking Community Best of luck to you and your daughter- please continue to check in with us and share your experiences. I<APO>d be interested to hear if Weight Watchers is an option for a 13 year old. There<APO>s a blog post about the new Weight Watchers Points Plus system that makes it sound more user friendly than ever... Haylen"
56,18,"Question for moderator","nursingbug","2011-03-02 17:15:00","<INIT>","Why is this community not on any of the lists of parenting communities, or the healthy eating and diet communities? Then maybe it would not be so slow! thanks"
57,18,"Question for moderator","Haylen_WebMD_Staff","2011-03-02 18:15:26","<ORG>","Thanks for the heads up! I<APO>ll check it out and get back to you :) Haylen"
58,18,"Question for moderator","Haylen_WebMD_Staff","2011-03-03 16:41:06","<ORG>","You<APO>re right! It<APO>s being worked on. In the meantime, feel free to invite others here via Facebook, Twitter or an \"old fashioned\" email :) The direct link to the Raising FIT Kids community is here: http://exchanges.webmd.com/raising-fit-kids-community More shared experiences and questions will create a valuable place for us to discuss the health of our kids! Haylen"
62,20,"POLL: Challenges to raising FIT kids?","Haylen_WebMD_Staff","2011-03-03 17:39:41","<INIT>",""
63,21,"child BO","An_216337","2011-03-07 20:14:29","<INIT>","I have a grandson who has armpit odor & now has to wear deoderant. He is slim`built & ONLY 7 YEARS OLD! Is this bad?"
64,21,"child BO","Haylen_WebMD_Staff","2011-03-08 16:37:41","<ORG>","Hi Anon! There is an article about preventing body odor from the WebMD Skin & Beauty Center that states: Bromhidrosis (another word for body odor) happens at puberty because of increasing hormones called androgens. These hormones are not active until puberty, which is why body odor wasn<APO>t a problem when you were a kid. Had your grandson had a complete check up lately? I think it is worth mentioning to a doctor. Haylen"
65,21,"child BO","Christopher Tiongson, MD ","2011-03-25 18:32:12"," Haylen_WebMD_Staff","Body odor can be one of the first signs of puberty. A checkup with your grandson<APO>s doctor can detect other signs. Puberty can start as early as age 8 for girls and age 9 for boys, so this might be a bit early. A check up sounds like a good idea."
66,22,"Cutting back on the juice works","nursingbug","2011-03-08 14:00:24","<INIT>","I had to take my daughter to her doctor for an ear infection, and they weighed her. She had lost a pound! In less than a month! All we did is cut out the 3-4 cups of juice she was getting at my mother in laws! I am so excitied, but suprised, I wasn<APO>t sure if we would see a loss or if she would just <APO>grow into<APO> her current weight."
67,22,"Cutting back on the juice works","Haylen_WebMD_Staff","2011-03-08 16:00:40","<ORG>","Congrats! And so glad the MIL was on board with the no-juice plan. My 2 year old just got over a painful ear infection. Hope she<APO>s feeling better! Haylen"
68,22,"Cutting back on the juice works","Christopher Tiongson, MD","2011-03-10 14:08:53","<ORG>","juice is sneaky sugar. glad it is helping"
69,23,"It<APO>s \"Fat Tuesday\" - Has your child been called \"fat\"?","Haylen_WebMD_Staff","2011-03-08 16:17:22","<INIT>","Recently, community member Treebell posted a discussion: 5 Year Old Obsessed with Weight Her daughter had been called \"fat\" by a boy in her class and became obsessed with her weight. Have you had the experience of your child being called names because of their weight (both over OR underweight)? Have your children discussed friends or family members that are overweight? When my daughter was 3, she asked one of my friends why she was \"so big\". GULP. Would love to hear your thoughts on the \"fat\" word and overall body image issues with your kids. Do you think about how you discuss your own weight and health around the house? Haylen"
70,23,"It<APO>s \"Fat Tuesday\" - Has your child been called \"fat\"?","Lainey_WebMD_Staff","2011-03-16 13:13:47","<ORG>","Hi Haylen, My oldest granddaughter is constantly worried about her weight. She began in 2nd grade and now at 11, was driving me nuts by asking permission to crash diet. In my family, we all go through an awkward stage and my granddaughter watched my teen children get thick and then thin down but her Hannah and iCarly mentality competes with grandma<APO>s good sense. I encourage my granddaughter to exercise on a trampoline daily and choose fresh fruits instead of sweets. She is a healthy child with a small tummy and has measured herself against the current child stars and her friends. It took a while but my granddaughter understands that healthy eating is more important for her growth and hopefully we caught this issue before her teens. Thanks!"
71,24,"Birthday Parties - The Good and the Bad!","Haylen_WebMD_Staff","2011-03-09 19:34:49","<INIT>","With a 2.5 and a 6 year old, I have probably been to almost every type of party imaginable! (No drop off parties yet) Would love to hear your feelings about party food and strategies: The Good: Physical activity: What<APO>s better than a bounce house? I love parties that get the kids moving and laughing - ice skating, scavenger hunt, organized games. Meeting Moms & Dads: \"What do you do with your kids on the weekend?\" is a great ice-breaker question when meeting parents. I learn about family friendly hikes, new parks, swim lessons, etc. The Bad: Food: Juice or soda, bowls of chips and candy, cake and ice cream. More food: Just when you think it<APO>s over, here comes a the parting gift bag - filled with candy. Do you limit birthday party food? Or are all bets off when party time happens? Do you throw parties with healthy food? Haylen"
72,25,"Welcome Pro Surfer Bethany Hamilton!","Haylen_WebMD_Staff","2011-03-10 00:48:30","<INIT>","The FIT Kids Community will soon be welcoming pro surfer and shark attack survivor Bethany Hamilton! A rising surf star, Bethany was attacked by a 14-foot tiger shark off of Kauai<APO>s North Shore in 2003. After losing her arm and more than 60 percent of her blood, she made it through several surgeries and faced recovery with an unbelievably positive attitude. Just one month after the attack, Bethany was back in the ocean and then returned to surf competition. She realized her dream of turning pro in 2007 and has since participated in numerous World Tour Events. A highlight was her second place finish in the ASP 2009 World Junior Championships. Bethany has been a featured motivational speaker and written several books. Opening on April 8th will be a feature film based on her journey. SOUL SURFER Stars Dennis Quaid, Helen Hunt, Carrie Underwood and AnnaSophia Robb as Bethany. Well, I<APO>m impressed! Her ability to stay positive is amazing! Bethany will be answering your questions related to health, fitness and motivation. Just post your questions to the board, and we will be sure that they are passed along to Bethany, who is on the road now promoting her movie. She<APO>ll be posting her answers the first week of April. I<APO>m excited to read her answers. Post your questions to the board!"
73,25,"Welcome Pro Surfer Bethany Hamilton!","FitnessAfter40","2011-03-10 13:44:16","<ORG>","Hi Bethany, Wow! I cannot tell you how amazed I am at your commitment and how you faced your fears to acheive your goals! What was it that helped you most to overcome your fears? Surely you had to be freaked out about going back into the water. How did your parents react and how did their reactions help you? I<APO>m so proud of you and wish you much continued success. You are quite an inspiration! :)"
74,25,"Welcome Pro Surfer Bethany Hamilton!","SoCalSuz","2011-03-11 14:46:48","<ORG>","Bethany - I hope you, your family and friends are all safe in Hawaii! I have two small children who can swim well in a pool but we will be at the beach this summer. What can we tell them about the ocean to help them understand and respect its power? (without freaking them out) I can remember falling down in the ocean as a child and I was in such a panic, I couldn<APO>t find my feet! Suz"
75,25,"Welcome Pro Surfer Bethany Hamilton!","seeit2","2011-03-12 08:49:19","<ORG>","Can we have her parents on too? They must have had something to do with raising such a remarkable young woman. :)"
76,25,"Welcome Pro Surfer Bethany Hamilton!","Shelly_Kaye","2011-03-16 11:39:15","<ORG>","HI Bethany, I am so impressed with you and everything you<APO>ve overcome! I have a question for you. Do you like to cook? What kinds of things do you make that I can cook with my kids and are healthy? I worry about teaching them how to cook healthy as well as eating healthy! Thanks so much, Shelly"
77,25,"Welcome Pro Surfer Bethany Hamilton!","Haylen_WebMD_Staff ","2011-03-17 20:26:33"," Shelly_Kaye","seeit2, I<APO>m with you! Let<APO>s ask! Bethany, in your opinion, what have your parents done \"right\" that has contributed to your amazing accomplishments? Haylen"
78,25,"Welcome Pro Surfer Bethany Hamilton!","Bethany Hamilton ","2011-04-08 13:54:17"," FitnessAfter40","FitnessAfter40 - Thanks for your question! For me, not getting back in the water was a scary thought. It would mean my whole lifestyle changing, and maybe even my family<APO>s too. Surfing is my passion and the thought of leaving my in-the-water-every-day lifestyle, and all that changing was devastating. So I really wanted to at least give surfing with one arm a try. I figured that if it weren<APO>t possible I<APO>d pursue surf photography or something like that. But that wasn<APO>t the case, and now I am a professional surfer to this day! We all struggle with fear at some point. But it<APO>s good to recognize that we don<APO>t need to let fear stop us from doing the things we love to do. On a daily basis, if I notice I<APO>m getting fearful of something, I remember this Bible verse 2 Timothy 1:7 \"For God has not given us a spirit of fear, but of power and of love and of a sound mind.\" My parents share and understand my love for surfing, so they could relate to my desire to get back on the board. They were very sensitive to how I was feeling about everything, and once I started surfing and getting into life with one arm, they helped me figure out how to do things with one arm ? brainstorming and coming up with ideas (like the handle on my surfboard to help me duck-dive - which is a really cool scene in the movie). They<APO>ve been very supportive of me, and I<APO>m really grateful for them! Bethany"
79,25,"Welcome Pro Surfer Bethany Hamilton!","Bethany Hamilton ","2011-04-08 13:55:52"," SoCalSuz","I would start off by taking your kids to mellow ocean swimming areas, so they can just have fun! But also on days where there<APO>s a strong rip-current, show them what the current looks like and explain what to do if you get stuck in it (try not to panic, swim perpendicular to the current until you get out of it, then swim in to the beach ? rather than wearing yourself out trying to swim against the current). One good tip for playing in the shorebreak is to never turn your back to the waves. You should keep an eye out for what<APO>s coming next so you don<APO>t get surprised. If you get tossed around in a wave, try to relax, blow slow steady stream of air out your nose and push off the sand to get back to the surface. I did swim team when I was little, so my swimming was strong and that helped me to do better in the ocean. This phrase used in Hawaii is a good thing to remember \"When in doubt, don<APO>t go out!\" But the more time you and your kids spend in the water, the more comfortable they<APO>ll get. Bethany"
80,25,"Welcome Pro Surfer Bethany Hamilton!","Bethany Hamilton ","2011-04-08 13:59:37"," Shelly_Kaye","Hi Shelly, I LOVE cooking and preparing healthy food! Kids love finger foods & smoothies, so I would suggest the following, but feel free to try your own variations! Veggies & Dip: Figure out what type of healthy dip your kids like ? fresh Basil Pesto or Hummus. You can find simple recipes online for fresh Basil Pesto (I make it without cheese), and Hummus too. Your kids can totally make it with you too. Make a fresh dip together that they<APO>ll enjoy and cut up sticks of fresh veggies: carrots, celery, broccoli, radish, jicima, cucumber, etc\"026Whatever you like, try adventure too! If your kid can<APO>t handle raw broccoli, lightly steam it. Pack it as an on-the-road / school snack, or make it at home this summer while they<APO>re playing with friends. Sambazon Acai smoothie (with greens): I use the Pure smoothie packs http://www.sambazon.com/products/smoothiepacks_pure Acai is good with a handful of other berries ? whatever your kids<APO> favorites are. And a frozen banana or two and a handful of frozen Spinach or Kale. As a base you can use organic non-sugar-added apple juice or almond milk (or your preference). I also have some other recipes and health tips on my website: http://bethanyhamilton.com/tag/health-fitness/ Bethany"
81,25,"Welcome Pro Surfer Bethany Hamilton!","Bethany Hamilton ","2011-04-11 19:01:09"," Haylen_WebMD_Staff","seeit2 - My parents worked really hard when I was growing up, but they spent time with us and we did fun things together. Which I think is really important. They taught me how to surf. They taught me about God, but let me make those decisions on my own. My mom would always pray with us when we were worried about something or stressing out. They<APO>ve always been really supportive of my brothers and me in our unique talents. Bethany"
82,26,"How did the time change go in your house?","Haylen_WebMD_Staff","2011-03-14 16:12:23","<INIT>","This mom is tired! The time change in the spring is always tough because of that \"lose an hour of sleep\" factor. I<APO>m NOT a fan...And when I<APO>m tired, I find that I slack on fixing healthy snacks and meals and getting out and active with the kids. Sleep is as essential as good nutrition and exercise for your child<APO>s body and brain. Dr. Tanya Altmann , a WebMd Parenting Expert, has posted lots of good sleep information here: \"Sleep: Does Your Child Get Enough? \" How is the overall sleep situation in your house? Do you have a regular bedtime routine and lights-out hour? Do you think sleep affects your child<APO>s health? Haylen"
83,27,"St. Patrick?s Day: What<APO>s Your Relationship with Green Food?","Haylen_WebMD_Staff","2011-03-15 17:51:21","<INIT>","A St. Patrick<APO>s Day post about Best and Worst Green Foods made me ponder green foods throughout my life. My mom never met a veggie she didn<APO>t abuse - overcooked or canned was my introduction to all veggies. I was not a fan. And only adults were served salad - what was that all about? Now, I go out of my way to make veggies as tasty and visually appealing as possible - those greenies are just so darn healthy. How about you? Were green veggies introduced to you as a kid? Which ones did you love? Hate? What about your kids? Haylen"
85,29,"Question for Bethany","An_216339","2011-03-16 11:54:43","<INIT>","Wow you are so amazing. I have brought your story to both my sons attention. I worry about activity and non-activity. Do you play video games at home and if so how much is a healthy amount of time for you to play, I only allow my boys to play for about an hour a night. Also we live in a land locked state, so there is no surfing here, is there any fun activities that I might introduce to my boys to help keep them moving? Thanks so much for your input"
86,29,"Question for Bethany","Bethany Hamilton","2011-04-12 15:00:38","<ORG>","I used to play Diddy Kong racing, I did like it. Now, I am not a big fan of video games. I think it<APO>s healthy not to play them. But I definitely think limiting time spent playing video games is a good idea. I much prefer being active outside or reading! There are so many fun activities your kids can do, it<APO>s more a matter of what type of activity they enjoy. I would find out if there<APO>s any classes/teams available in your area ? like Karate, Jiu Jitsu, or Tae kwon do (if they like fighting type stuff), or sports (baseball, football, soccer, basketball, kickball, etc), swimming, tennis, running, bicycling, skateboarding, snowboarding, rollerblading,\"026 there<APO>s so many options! Bethany"
87,30,"Bethany Question on Strength and Balance","MalibuSkipper","2011-03-16 00:03:25","<INIT>","You are such an inspiration to everyone with your bravery and dedication! I<APO>m curious how surfing has changed for you in terms of balance and strength, since the accident? What types of exercises have helped you to recover and enjoy the sport again? Thanks, M. Skippy"
88,30,"Bethany Question on Strength and Balance","Bethany Hamilton","2011-04-12 14:56:27","<ORG>","It<APO>s actually hard to remember the difference now because I<APO>m used to one arm. But there are things I need to do differently, like think more about where to position myself in the lineup. My paddling with one arm is not as strong as it would be, but I<APO>ve learned to kick while paddling and that helps. Balance-wise, our bodies are so good at adapting to our circumstances that I haven<APO>t had too much of an issue with it. Certain maneuvers are more challenging without my left arm, but still possible. I do balance training moves with the TRX and a Bosu ball to better my balance! Bethany"
89,31,"Bethany, My Granddaughter has a Question","OliviaV","2011-03-17 17:09:17","<INIT>","Hello Bethany, My granddaughter considers you a role model. She asked me to post her questions because she is so excited about you being here on WebMD. Quote: \" Hello, my name is Celeste and I am 11 years old. I did a report about you a few weeks ago. My teacher asked us to write about our favorite famous person and I picked you. I read your book and hope to see your movie. (If my Nana lets me) You set a big example in my life<SEMCOL> to never give up. I have a few questions for you. 1 How did you conquer your fear of getting back in the water? 2 When they found the shark were you happy, or scared? 3 How often do you surf? I never tried but it looks fun and a liitle bit scary. Thank you\" :)"
90,31,"Bethany, My Granddaughter has a Question","Bethany Hamilton","2011-04-11 19:09:54","<ORG>","Hi Celeste! For me, not getting back in the water was a scarier thought. It would mean my whole lifestyle changing, and maybe even my family<APO>s too. I<APO>m so passionate about surfing so the thought of leaving that lifestyle where I<APO>m at the beach, in the water every day, was devastating. I really wanted to at least try surfing with one arm. And I figured that if it wasn<APO>t possible I<APO>d pursue something else. But that wasn<APO>t the case, and now I am a professional surfer living my dream and working on achieving my goals! When they found the shark, I was a little bit relieved, but also a little sad cause I love the ocean and sharks are a major part of the eco-system. I surf everyday when I<APO>m home and there<APO>s waves! Also I<APO>m a professional surfer, so I travel a lot around the world for surf competitions and surf trips. Bethany"
91,32,"Your Fit Family Score? Child<APO>s BMI? Check Out Our NEW Center!","Haylen_WebMD_Staff","2011-03-18 11:37:57","<INIT>","Have you been to the new Raising Fit Kids Health Center ? There is lots and lots of information and easy-to-use interactive features: Click through a quiz to find your \"Family Fit Score \" Use the BMI Calculator Watch a video: Exercise Easier Than You Think ! Print a Wallet Card: Healthier Fast Food Picks Check out slideshows: 14 Inside Rainy Day Activities for Kids Come back and let us know what you think! Haylen"
92,32,"Your Fit Family Score? Child<APO>s BMI? Check Out Our NEW Center!","Haylen_WebMD_Staff","2011-03-18 19:35:10","<ORG>","OK - I took the quiz and got a Family Fit Score of 80...I know we don<APO>t get enough exercise and too much screen time. Who is next? Haylen"
93,32,"Your Fit Family Score? Child<APO>s BMI? Check Out Our NEW Center!","jhilton1 ","2011-03-24 11:36:24"," Haylen_WebMD_Staff","We are also an 80. My husband and I work out on a regular basis, but kids these days would rather be inside all day and we have a hard time getting them out the door and getting active. We hardly watch tv. maybe 30-60 minutes on a weekend, or a special movie night."
94,33,"question about feeding 2 year old","eliguns841984","2011-03-21 13:59:35","<INIT>","My DH and I have both struggled with severe obesity for some time...DH since he was a child, and me since puberty. DH<APO>s entire family on both sides is severely obese, and my dad<APO>s side of my family has a mild problem with obesity as well. As adults, DH and I now live busy lifestyles, exercise regularly, and eat well. I am now 125lbs and 5<APO>3\", and DH is heavier (maybe 265lbs and 6<APO>2\") but a bulky, muscular build...not fat. So naturally when we started to have children we swore they would never face the challenges we did as far as being overweight. We are very careful to teach him about \"sometimes foods\" such as french fries, \"foods that give you big muscles\" such as broccoli and lean proteins, and \"fill you up foods\" such as pasta and bread. He understands these concepts pretty well and at age 2 he will eat a great variety of foods, and he prefers fruits and vegetables to sweets and junk. My concern is that DS is a BEANPOLE! He is in a high percentile for height, but right at about 50th percentile for weight. His pedi didn<APO>t act worried about his weight, but did note that he could stand to gain a bit and suggested we continue to give him whole milk. We have started to incorporate more red meats into our meals, but we really like to stick to lean proteins and vegetables, fruits, whole grains, etc. I was wondering if anyone has any suggestions...including the expert on the board...of ways we can help our son gain a bit of weight while maintaining a healthy perspective on food and nutrition. I have read and talked to parents of kids who needed to gain weight, and they have been told to let the kids dip their foods in ranch dressing, drink shakes, add cheese to everything, and basically pump them with junk. I<APO>m just not comfortable with that idea and don<APO>t want my child insisting on having ranch to dip his food in because that<APO>s what he had for a period of time while he was needing to gain weight. I<APO>d love any insight!"
95,33,"question about feeding 2 year old","Haylen_WebMD_Staff","2011-03-21 14:55:12","<ORG>","Congratulations on having a healthy lifestyle and weight. That is a huge accomplishment. Love your profile photo, beautiful! I<APO>ll check in with our expert to see if he can address your question. I<APO>m pretty sure shakes and ranch dressing are not going to be his answer. For clarification, what is your specific concern? Did your pediatrician identify any health issues from being underweight at 2? Haylen"
96,33,"question about feeding 2 year old","eliguns841984 ","2011-03-21 15:23:31"," Haylen_WebMD_Staff","Thank you!!! My specific concern is just finding a healthy way to help my son gain a bit of needed weight. His doctor does not feel that he is UNDERWEIGHT and has not said there are any health issues going on, but has stated that he is slightly out of proportion as far as weight to height. He is healthy and normal otherwise, just skinny!"
97,33,"question about feeding 2 year old","eliguns841984 ","2011-03-21 15:32:26"," eliguns841984","sorry, to further what I<APO>m looking for... I<APO>m concerned that our focus on healthy foods has led our son to be a scrawny kid I guess. I know it sounds silly, but we have fought with EVERYONE around us since he was old enough to start on purees about his food intake. We do allow junk and sweets from time to time of course, but people didn<APO>t understand why we wouldn<APO>t let them feed him all kinds of crap at restaurants and stuff. Now that he<APO>s getting older and he<APO>s a skinny kid, I<APO>m worried that maybe I<APO>ve gone too far with healthy eating, if that<APO>s even possible. Let me also add, that we have not EVER counted his calories or deprived him of food when he is hungry....there<APO>s no weird stuff going on here. Just plain old healthy foods and snacks!"
98,33,"question about feeding 2 year old","Haylen_WebMD_Staff ","2011-03-21 21:18:27"," eliguns841984","Thanks for the clarification. I<APO>ll see if our expert can weigh in! I was fascinated by how many people offered unsolicited opinions about what to feed my kids from the minute they started solids! I<APO>m proud of all the fruits and veggies and whole grains my 2 and 6 year old daughters enjoy. The Mother-In-Law (and others) have made snide comments or blatently offered food I would never feed my kids them at family events. My husband and I are baffled by this behavior - we both come from families filled with heart disease. \"Keep your eyes on your own paper!\" is what I want to say :) Haylen"
99,33,"question about feeding 2 year old","Haylen_WebMD_Staff ","2011-03-21 21:20:05"," eliguns841984","I just read your comment \"there<APO>s no weird stuff going on here. Just plain old healthy foods and snacks\" to my husband and we both laughed. It seems that \"plain old healthy\" is weird to some people! I hope this site can help change that!!! Haylen"
100,33,"question about feeding 2 year old","eliguns841984 ","2011-03-21 23:46:16"," Haylen_WebMD_Staff","LOL well I was beginning to realize that my posts kind of sound like I<APO>m obsessed with my toddler<APO>s weight or that I might be a psycho mom that makes him diet because I want him to fit a certain image. I just wanted to clear that up before anyone could wonder LOL."
101,33,"question about feeding 2 year old","jhilton1 ","2011-03-22 11:49:45"," eliguns841984","my husband and I try to feed our kids healthy food and we never take them out for fast food. Their other parents do, waaayyyy too much, and I feel bad like we have to be the parents that arent fun, but to us, it is keeping our children healthy and teaching them about nutrition so they wont be obese adults. I think that society thinks that kids should be kids and get to enjoy and eat fun foods, whatever they want. Well, thats why we have so may obese kids! I wouldnt worry too much about your son unless your doctor starts to think he is unhealthy and underweight. My son is actually in the 51st percentile, but it is because he is soooo tall, and he has just always been a thin kid, and thats ok, that is who he is. But he isnt unhealthy. (he is 12 now)"
102,33,"question about feeding 2 year old","Haylen_WebMD_Staff ","2011-03-22 20:24:02"," jhilton1","jhilton1 - you nailed it! Not letting kids eat whatever they want is seen as \"mean\" by some! And eliguns - you don<APO>t sound obsessed or psycho! You sound like a concerned mom. Now if you were talking about wanted your son to be thin for swimsuit shopping, I would worry :) Haylen"
103,33,"question about feeding 2 year old","nursingbug","2011-03-23 11:24:49","<ORG>","I agree with how you are feeding him, I think you are doing great! I don<APO>t agree with the idea of allowing a lot of cheese and ranch dip etc. If they get used to it, they are going to expect it for the rest of their life. I wouldn<APO>t worry about his weight unless the pedi is very concerned. As long as he is developmentally on track, he is probably fine. I think as parents we want to see our kids in a good place on the charts, but that really isn<APO>t the most important thing- what is important is that they are healthy! and maybe where he needs to be is exactly where he is! I also have been struggling with my daughters weight- but at the other end of the scale... I have been trying to just feed her the best I can and let the scale be- it is not the only way to measure health. But of course I will defer to Dr Tiongson...."
104,33,"question about feeding 2 year old","Christopher Tiongson, MD ","2011-03-25 18:51:30"," nursingbug","If your child<APO>s BMI percentile is in the healthy zone, then congratulations! It sounds like your child is at maybe the ~90%ile height and a 50% weight, so that might be around the 25%ile for BMI. If the trend is good, then your child<APO>s growth is tracking along a healthy path. Children who have 2 parents with weight issues are at higher risk of obesity that is 13 times higher than the baseline, so you are doing a great job. Just like I would counsel parents with a child at the 75 or 80th%iles not to worry, likewise feel good about your child being at the 20-25%ile."
105,33,"question about feeding 2 year old","eliguns841984 ","2011-03-28 10:45:07"," Christopher Tiongson, MD","thank you for your encouragement and advice. I really appreciate it, and I will just try not to worry about it! I guess it<APO>s just odd to me that he<APO>s so lanky when nobody in our families is built that way-but hey, I suppose that<APO>s just who he is!"
106,34,"132 lb Three Year Old! (photo) Do You Have Advice for Parents?","Haylen_WebMD_Staff","2011-03-24 09:25:24","<INIT>","I was shocked (and sad) when I saw this story about a 132 pound three-year-old toddler from China. The photo is unbelievable! Doctors have not found a medical reason and his mom flat out admits <APO>We have to let him be as if we don<APO>t feed him he will cry non-stop<APO>. Non-stop crying is annoying but COME ON! He \"hates walking\" so his mom drives him to school and his dad carries him around. Assuming his enormous weight is not caused by a medical problem (Doctors don<APO>t think so), what advice would you give the parents to start this kid down a path of health and fitness? Haylen"
107,34,"132 lb Three Year Old! (photo) Do You Have Advice for Parents?","jhilton1","2011-03-24 11:22:09","<ORG>","His crying is annoying? So they let their child be unhealthy just so they arent annoyed? Thats not a parent. A parent is supposed to take care of their child and keep him/her healthy. This child will probably have many diseases and die at a very young age because of the way they are letting him eat. sad."
108,34,"132 lb Three Year Old! (photo) Do You Have Advice for Parents?","Haylen_WebMD_Staff ","2011-03-24 00:17:07"," jhilton1","I wish Super Nanny would visit them! She has excellent (and effective) methods to handle kids who are running the house. It sounds like that is happening here! He even dictates how he gets to school! I wonder if there is a child protection organization that could step in. Haylen"
109,34,"132 lb Three Year Old! (photo) Do You Have Advice for Parents?","nursingbug","2011-03-24 13:38:06","<ORG>","This is not a case of normal parent indulgence. Something is very wrong here. I hope there is a social service that can get involved, because that is what is indicated. I cannot imagine that a child of that age would be able to consume enough calories on his own to gain that weight without some kind of mental issue. In that case, he MAY cry if he does not get his way- because it is a compulsive behavior, and to not eat may make him very anxious."
110,34,"132 lb Three Year Old! (photo) Do You Have Advice for Parents?","Christopher Tiongson, MD ","2011-03-25 18:41:00"," nursingbug","There are too many red flags here. There must be something else going on over than overindulgence. I am very suspcicious of an undiagnosed metabolic or genetic problem."
111,35,"Do Your Teens Play School Sports?","Haylen_WebMD_Staff","2011-03-25 00:29:26","<INIT>","It<APO>s important for them to to stay in shape to avoid injury! Here<APO>s a blog post from Staying in Shape During Sports Season- Stay in shape and avoid injury Any of you have kids in school sports? Haylen"
112,36,"recipes","jhilton1","2011-03-28 14:44:41","<INIT>","I have been looking for a new cook book that has healthy recipes that are kid friendly. I cant find any! All the healthy cook books I find have foods that the kids wouldnt touch, take too long to make or too many ingredients. We are a busy family, and want to feed the kids healthy foods that they will actually eat let alone be able to pronounce. Any suggestions?"
113,36,"recipes","Haylen_WebMD_Staff","2011-03-29 00:37:11","<ORG>","Great question! Making dinner is anxiety producing ...and I don<APO>t want to be a short order cook making different dishes for everyone in the family! Haylen"
114,36,"recipes","nursingbug","2011-03-29 16:16:23","<ORG>","I buy a lot of 5 ingredient 15 minute cookbooks- weight watchers and cooking light put them out- a lot of time I find them at the checkout with the magazines, or with the magazines at a big bookstore. All the recipes are not kid friendly but many are. Like sandwiches with a twist on them, you could easily leave out an ingredient that is too <APO>scary<APO>. One of my favorites is chicken sandwiches marinated in light soy sauce with grilled pineapple and fresh basil on it. Since my daughter is just 3 I put stuff in front of her, if she doesn<APO>t eat it I may make her an egg or a sandwich or something. They say it takes over 10 exposures before kids will accept a food. don<APO>t know if that helps!"
115,36,"recipes","jhilton1 ","2011-03-30 10:18:26"," nursingbug","That does help! Thank you! I have often seen those little books at the checkout, but I didnt know if they were worth it."
116,37,"Welcome to the new FIT Kids Expert!","Haylen_WebMD_Staff","2011-03-28 15:30:31","<INIT>","Welcome to Hansa Bhargava, MD, FAAP! Dr. Bhargava will be addressing discussions in our Raising FIT Kids Community. Check out here impressive background here: http://exchanges.webmd.com/raising-fit-kids-community/groupstory/16641841 I was happy to see that she has two kids - so she<APO>s very qualified to comment on the challenges busy parents face when raising healthy and active children. I look forward to your questions for Dr. Bhargava and her expert insight! Haylen"
117,37,"Welcome to the new FIT Kids Expert!","Christopher Tiongson, MD","2011-03-28 17:28:00","<ORG>","Welcome aboard!"
118,38,"Do YOU have a good body image?","Haylen_WebMD_Staff","2011-03-29 19:27:00","<INIT>","I found this article very interesting! A study explored how much time is spent starring at the models in glossy fashion or fitness magazines. The results reflected positive (or negative) body images. Do YOU have a good image of your body or are you critical of your own size and shape? What are ways parents can try to raise kids with not only a healthy body, but a healthy body image? Haylen"
119,38,"Do YOU have a good body image?","nursingbug","2011-03-30 17:38:15","<ORG>","That is a good question. I am overweight, but I have lost 80 lbs, and feel good about my progress, although I know I have a way to go. I was overweight from middle school on, and I managed to develop good self-esteem despite this. I think one of the reasons this happened to me was I was active in sports, and my mother was as well, and was my softball coach. She showed me that a woman was more than what she looked like in this way. Even though I was heavy, I was proud of my strength and power- I was a pretty good hitter. I hope I can pass that on to my daughter. Being active in sports, especially for girls, is very important in my opinion. I never met a girl who was active in sports and had a bad body image."
120,38,"Do YOU have a good body image?","eliguns841984","2011-04-05 08:51:03","<ORG>","This is something that I worry about quite a bit, actually and I would love to hear suggestions on how to teach kids to have a healthy body image. As I have stated previously, I have struggled with obesity for quite some time. I started getting chubby around puberty and by the time I was 24 I was 204lbs even after losing all of the weight from my first baby, and I<APO>m only 5<APO>3\". DH was severely overweight even as a small child. DH started healthy eating and exercise when he was in college and lost a lot of weight. He is still heavy but really muscular and doesn<APO>t look fat in any way except that he still has fat deposits in front of his pectorals. He is SO self conscious about it to the point that he only wears a few specific shirts and suffers from social anxiety, but he doesn<APO>t like the idea of having a major surgery to correct it. Two years ago, I went on a medically supervised diet and lost 80lbs, and currently maintain my weight at 125-129lbs. Even though everyone still tells me how great I look, I see flub everywhere when I look in the mirror and analyze every tiny detail of every item of clothing I put on. If I am on the higher end of my weight range or if I see 130 on the scale, I freak out and I swear I FEEL fat and see more bulges under my clothes. Obviously, we do NOT have healthy body images and are really hoping not to pass this on to our sons."
